MODELYEAR,MAKE,CARLINECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELCONSUMPTION_COB,CO2_EMISSION
2021,General Motors,Standard SUV 2WD,2.0,4,Auto(A9),25,349
2021,General Motors,Standard SUV 2WD,2.5,4,Auto(A9),23,382
2021,General Motors,Standard SUV 2WD,3.6,6,Auto(A9),22,402
2021,General Motors,Standard SUV 2WD,3.0,6,Auto(A10),23,437
2021,General Motors,Standard SUV 2WD,5.3,8,Auto(A10),17,523
2021,General Motors,Standard SUV 2WD,5.3,8,Auto(A10),18,492
2021,General Motors,Standard SUV 2WD,6.2,8,Auto(A10),16,544
2021,General Motors,Standard SUV 2WD,6.2,8,Auto(A10),17,525
2021,General Motors,Standard SUV 2WD,3.0,6,Auto(A10),23,437
2021,General Motors,Standard SUV 2WD,5.3,8,Auto(A10),17,523
2021,General Motors,Standard SUV 2WD,5.3,8,Auto(A10),18,492
2021,General Motors,Standard SUV 2WD,6.2,8,Auto(A10),16,566
2021,General Motors,Standard SUV 2WD,6.2,8,Auto(A10),16,539
2021,Hyundai,Standard SUV 2WD,3.8,6,Auto(S8),22,407
2021,Nissan,Standard SUV 2WD,5.6,8,Auto(S7),16,554
2021,FCA US LLC,Standard SUV 2WD,3.6,6,Auto(A8),21,414
2021,FCA US LLC,Standard SUV 2WD,3.6,6,Auto(A8),21,416
2021,Ford Motor Company,Standard SUV 2WD,3.0,6,Auto(S10),21,431
2021,Ford Motor Company,Standard SUV 2WD,3.5,6,Auto(S10),18,486
2021,Ford Motor Company,Standard SUV 2WD,3.5,6,Auto(S10),18,494
2021,Nissan,Standard SUV 2WD,5.6,8,Auto(S7),16,558
2021,Toyota,Standard SUV 2WD,4.0,6,Auto(S5),17,503
2021,Toyota,Standard SUV 2WD,5.7,8,Auto(S6),15,608
2021,Volvo,Standard SUV 2WD,2.0,4,Auto(S8),25,361
2021,aston martin,Standard SUV 4WD,4.0,8,Auto(A9),15,572
2021,Volkswagen Group of,Standard SUV 4WD,2.0,4,Auto(S8),21,425
2021,Volkswagen Group of,Standard SUV 4WD,3.0,6,Auto(S8),20,453
2021,Volkswagen Group of,Standard SUV 4WD,3.0,6,Auto(S8),20,453
2021,Volkswagen Group of,Standard SUV 4WD,4.0,8,Auto(S8),15,579
2021,Volkswagen Group of,Standard SUV 4WD,4.0,8,Auto(S8),17,522
2021,Volkswagen Group of,Standard SUV 4WD,4.0,8,Auto(S8),17,522
2021,Volkswagen Group of,Standard SUV 4WD,4.0,8,Auto(S8),18,497
2021,Volkswagen Group of,Standard SUV 4WD,6.0,12,Auto(S8),14,616
2021,BMW,Standard SUV 4WD,4.4,8,Auto(S8),17,514
2021,BMW,Standard SUV 4WD,4.4,8,Auto(S8),15,586
2021,BMW,Standard SUV 4WD,4.4,8,Auto(S8),15,586
2021,BMW,Standard SUV 4WD,4.4,8,Auto(S8),18,488
2021,BMW,Standard SUV 4WD,3.0,6,Auto(S8),23,389
2021,BMW,Standard SUV 4WD,4.4,8,Auto(S8),15,586
2021,BMW,Standard SUV 4WD,4.4,8,Auto(S8),15,586
2021,BMW,Standard SUV 4WD,4.4,8,Auto(S8),18,488
2021,BMW,Standard SUV 4WD,3.0,6,Auto(S8),23,389
2021,BMW,Standard SUV 4WD,4.4,8,Auto(S8),17,514
2021,BMW,Standard SUV 4WD,3.0,6,Auto(S8),21,412
2021,General Motors,Standard SUV 4WD,3.6,6,Auto(A9),20,440
2021,General Motors,Standard SUV 4WD,3.0,6,Auto(A10),22,444
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,570
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,558
2021,General Motors,Standard SUV 4WD,3.0,6,Auto(A10),22,444
2021,General Motors,Standard SUV 4WD,5.3,8,Auto(A10),16,555
2021,General Motors,Standard SUV 4WD,5.3,8,Auto(A10),17,515
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,570
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,558
2021,General Motors,Standard SUV 4WD,3.0,6,Auto(A10),22,444
2021,General Motors,Standard SUV 4WD,5.3,8,Auto(A10),17,523
2021,General Motors,Standard SUV 4WD,5.3,8,Auto(A10),18,496
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,570
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,558
2021,General Motors,Standard SUV 4WD,3.6,6,Auto(A9),20,439
2021,FCA US LLC,Standard SUV 4WD,3.6,6,Auto(A8),21,427
2021,FCA US LLC,Standard SUV 4WD,5.7,8,Auto(A8),17,533
2021,FCA US LLC,Standard SUV 4WD,6.2,8,Auto(A8),13,659
2021,FCA US LLC,Standard SUV 4WD,6.4,8,Auto(A8),15,584
2021,Ford Motor Company,Standard SUV 4WD,3.5,6,Auto(S10),19,476
2021,Ford Motor Company,Standard SUV 4WD,3.5,6,Auto(S10),18,494
2021,Ford Motor Company,Standard SUV 4WD,2.3,4,Auto(A10),23,386
2021,Ford Motor Company,Standard SUV 4WD,2.3,4,Auto(S10),23,386
2021,Ford Motor Company,Standard SUV 4WD,3.0,6,Auto(S10),20,445
2021,Ford Motor Company,Standard SUV 4WD,3.3,6,Auto(S10),19,471
2021,Ford Motor Company,Standard SUV 4WD,3.3,6,Auto(S10),25,361
2021,Ford Motor Company,Standard SUV 4WD,2.3,4,Auto(S10),21,431
2021,Hyundai,Standard SUV 4WD,2.5,4,Auto(S8),22,401
2021,Hyundai,Standard SUV 4WD,3.5,6,Auto(S8),20,448
2021,General Motors,Standard SUV 4WD,2.0,4,Auto(A9),24,362
2021,General Motors,Standard SUV 4WD,3.6,6,Auto(A9),21,413
2021,General Motors,Standard SUV 4WD,3.0,6,Auto(A10),22,444
2021,General Motors,Standard SUV 4WD,5.3,8,Auto(A10),17,523
2021,General Motors,Standard SUV 4WD,5.3,8,Auto(A10),18,496
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,570
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,558
2021,General Motors,Standard SUV 4WD,3.0,6,Auto(A10),22,444
2021,General Motors,Standard SUV 4WD,5.3,8,Auto(A10),16,555
2021,General Motors,Standard SUV 4WD,5.3,8,Auto(A10),17,515
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,570
2021,General Motors,Standard SUV 4WD,6.2,8,Auto(A10),16,558
2021,Hyundai,Standard SUV 4WD,3.8,6,Auto(S8),21,426
2021,Nissan,Standard SUV 4WD,5.6,8,Auto(S7),15,593
2021,Nissan,Standard SUV 4WD,5.6,8,Auto(S7),15,594
2021,FCA US LLC,Standard SUV 4WD,3.6,6,Auto(A8),21,427
2021,FCA US LLC,Standard SUV 4WD,5.7,8,Auto(A8),17,533
2021,FCA US LLC,Standard SUV 4WD,3.6,6,Auto(A8),21,428
2021,FCA US LLC,Standard SUV 4WD,5.7,8,Auto(A8),17,533
2021,FCA US LLC,Standard SUV 4WD,6.4,8,Auto(A8),15,592
2021,FCA US LLC,Standard SUV 4WD,6.2,8,Auto(A8),13,664
2021,Volkswagen Group of,Standard SUV 4WD,4.0,8,Auto(S8),14,617
2021,Jaguar Land Rover L,Standard SUV 4WD,2.0,4,Auto(S8),18,492
2021,Jaguar Land Rover L,Standard SUV 4WD,3.0,6,Auto(S8),19,462
2021,Jaguar Land Rover L,Standard SUV 4WD,2.0,4,Auto(S8),19,466
2021,Jaguar Land Rover L,Standard SUV 4WD,3.0,6,Auto(S8),19,462
2021,Jaguar Land Rover L,Standard SUV 4WD,2.0,4,Auto(S8),21,436
2021,Jaguar Land Rover L,Standard SUV 4WD,3.0,6,Auto(S8),21,435
2021,Jaguar Land Rover L,Standard SUV 4WD,3.0,6,Auto(S8),24,412
2021,Jaguar Land Rover L,Standard SUV 4WD,5.0,8,Auto(S8),18,491
2021,Jaguar Land Rover L,Standard SUV 4WD,5.0,8,Auto(S8),18,491
2021,Jaguar Land Rover L,Standard SUV 4WD,5.0,8,Auto(S8),15,587
2021,Jaguar Land Rover L,Standard SUV 4WD,3.0,6,Auto(S8),20,449
2021,Jaguar Land Rover L,Standard SUV 4WD,3.0,6,Auto(S8),24,412
2021,Jaguar Land Rover L,Standard SUV 4WD,5.0,8,Auto(S8),19,472
2021,Jaguar Land Rover L,Standard SUV 4WD,3.0,6,Auto(S8),21,433
2021,Jaguar Land Rover L,Standard SUV 4WD,5.0,8,Auto(S8),16,540
2021,Jaguar Land Rover L,Standard SUV 4WD,5.0,8,Auto(S8),16,569
2021,Toyota,Standard SUV 4WD,4.6,8,Auto(S6),16,542
2021,Toyota,Standard SUV 4WD,5.7,8,Auto(S8),14,636
2021,Toyota,Standard SUV 4WD,3.5,6,Auto(AV-S6),30,297
2021,Toyota,Standard SUV 4WD,3.5,6,Auto(AV-S6),29,305
2021,Ford Motor Company,Standard SUV 4WD,3.0,6,Auto(S10),20,445
2021,Ford Motor Company,Standard SUV 4WD,3.5,6,Auto(S10),17,508
2021,Maserati,Standard SUV 4WD,3.0,6,Auto(A8),18,495
2021,Maserati,Standard SUV 4WD,3.8,8,Auto(A8),16,562
2021,Maserati,Standard SUV 4WD,3.0,6,Auto(A8),18,495
2021,Maserati,Standard SUV 4WD,3.8,8,Auto(A8),16,562
2021,Mercedes-Benz,Standard SUV 4WD,4.0,8,Auto(A9),14,637
2021,Mercedes-Benz,Standard SUV 4WD,3.0,6,Auto(A9),19,458
2021,Mercedes-Benz,Standard SUV 4WD,3.0,6,Auto(A9),20,440
2021,Mercedes-Benz,Standard SUV 4WD,4.0,8,Auto(A9),16,540
2021,Mercedes-Benz,Standard SUV 4WD,4.0,8,Auto(A9),17,534
2021,Mercedes-Benz,Standard SUV 4WD,4.0,8,Auto(A9),16,559
2021,Mercedes-Benz,Standard SUV 4WD,4.0,8,Auto(A9),18,494
2021,Mercedes-Benz,Standard SUV 4WD,3.0,6,Auto(A9),23,393
2021,Mercedes-Benz,Standard SUV 4WD,4.0,8,Auto(A9),19,465
2021,Mercedes-Benz,Standard SUV 4WD,3.0,6,Auto(A9),21,414
2021,Mercedes-Benz,Standard SUV 4WD,4.0,8,Auto(A9),18,491
2021,Mercedes-Benz,Standard SUV 4WD,4.0,8,Auto(A9),16,539
2021,Nissan,Standard SUV 4WD,5.6,8,Auto(S7),15,595
2021,Nissan,Standard SUV 4WD,5.6,8,Auto(S7),15,594
2021,Porsche,Standard SUV 4WD,3.0,6,Auto(S8),20,432
2021,Porsche,Standard SUV 4WD,3.0,6,Auto(S8),20,437
2021,Porsche,Standard SUV 4WD,4.0,8,Auto(S8),17,533
2021,Porsche,Standard SUV 4WD,4.0,8,Auto(S8),17,525
2021,Porsche,Standard SUV 4WD,2.9,6,Auto(S8),20,448
2021,Porsche,Standard SUV 4WD,2.9,6,Auto(S8),19,460
2021,Porsche,Standard SUV 4WD,4.0,8,Auto(S8),17,529
2021,Porsche,Standard SUV 4WD,4.0,8,Auto(S8),17,535
2021,Subaru,Standard SUV 4WD,2.4,4,Auto(AV-S8),23,386
2021,Subaru,Standard SUV 4WD,2.4,4,Auto(AV-S8),22,401
2021,Toyota,Standard SUV 4WD,4.0,6,Auto(S5),17,515
2021,Toyota,Standard SUV 4WD,4.0,6,Auto(S5),17,515
2021,Toyota,Standard SUV 4WD,2.5,4,Auto(AV-S6),35,254
2021,Toyota,Standard SUV 4WD,2.5,4,Auto(AV-S6),35,251
2021,Toyota,Standard SUV 4WD,5.7,8,Auto(S8),14,618
2021,Toyota,Standard SUV 4WD,5.7,8,Auto(S6),14,618
2021,Volkswagen Group of,Standard SUV 4WD,3.6,6,Auto(S8),18,485
2021,Volvo,Standard SUV 4WD,2.0,4,Auto(S8),22,394
2021,Volvo,Standard SUV 4WD,2.0,4,Auto(S8),23,380
